Canonical Flashcard ID,Legacy / Package Card ID,Source Position,Status,Disposition,Program Section,Topic,Workbook Number,Chapter Number,Chapter Title,Card Type,Concept,Prompt,Back,Memory Cue,Assessment Record IDs,Source Master Question IDs,Workbook Route,Error Category,Source Concept,Currency Control,Source Accuracy,Version,Review Date,Output Status,Source Family
CTA-EP-002-FC-0584,CTA-FC-0584,CTA-FC-0584,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,4,"Gifts, Bartering, and Financial Relationships",Application Principle,Expensive Client Gifts,What principle should guide the clinician’s decision?,"The gift’s high value, the client’s financial hardship, and the emotionally urgent language all increase concern. Acceptance could reinforce dependency, create a sense of obligation, affect treatment expectations, or allow the therapist to benefit materially from the client’s vulnerability. The therapist should explore what the gift represents, acknowledge the client’s gratitude, and decline it without shaming or rejecting the client. The meaning of the gift can still be addressed therapeutically even when the item is not accepted.","Do not evaluate a gift by price alone - but when the gift is both expensive and financially burdensome, sensitive refusal is usually the stronger response.",WB6-C4-Q004,CTA-MQB-0548,WB6-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0585,CTA-FC-0585,CTA-FC-0585,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,4,"Gifts, Bartering, and Financial Relationships",Application Principle,Reduced-Fee Arrangements,What principle should guide the clinician’s decision?,"A reduced-fee or sliding-scale arrangement may appropriately support access to care. It should be understandable, financially sustainable, consistently administered, documented, and periodically reviewed. The therapist should also evaluate whether personal attachment or a rescue impulse is influencing the decision. A reasonable accommodation is not automatically a boundary problem, but secrecy and favoritism may create confusion or resentment and impair professional judgment.",,WB6-C4-Q005,CTA-MQB-0549,WB6-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0586,CTA-FC-0586,CTA-FC-0586,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,4,"Gifts, Bartering, and Financial Relationships",Application Principle,Bartering Risk Assessment,What principle should guide the clinician’s decision?,"Bartering may make the therapist a clinician and also a customer, employer, debtor, or evaluator of the client’s work. Disagreement about quality, value, deadlines, or satisfaction may then interfere with treatment and make termination more difficult. The therapist should examine fairness, client vulnerability, realistic alternatives, possible coercion, confidentiality, and whether the arrangement primarily benefits the client or the therapist. Bartering is not automatically prohibited, but it requires careful analysis.","For bartering questions, ask: Is the exchange fair, voluntary, easy to value, and unlikely to interfere with treatment?",WB6-C4-Q006,CTA-MQB-0550,WB6-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0587,CTA-FC-0587,CTA-FC-0587,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,4,"Gifts, Bartering, and Financial Relationships",Application Principle,Bartering and Multiple Roles,What principle should guide the clinician’s decision?,"The therapist would become both the client’s clinician and customer. The therapist may need to evaluate the client’s work, negotiate materials and deadlines, or address dissatisfaction - all of which could affect the clinical relationship. The exchange may also be difficult to value fairly. The client may feel pressure to accept because of financial need or fear that refusal could affect treatment. Safer alternatives, including a payment plan, reduced fee, community resources, or affordable referral, should be considered.",,WB6-C4-Q007,CTA-MQB-0551,WB6-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0588,CTA-FC-0588,CTA-FC-0588,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,4,"Gifts, Bartering, and Financial Relationships",Application Principle,Loans and Financial Exploitation,What principle should guide the clinician’s decision?,"Borrowing from a current client places the therapist’s personal financial interests directly inside the therapeutic relationship. The client may feel unable to decline, may hope the loan will create special status, or may fear that refusal will affect treatment. The arrangement also creates creditor-debtor roles, emotional indebtedness, divided loyalties, and substantial risk of exploitation and impaired judgment. The client’s financial ability to lend does not resolve these concerns.",When a therapist requests: Money A loan An investment Free labor A personal financial favor ask whether professional influence is being used for clinician benefit.,WB6-C4-Q008,CTA-MQB-0552,WB6-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0589,CTA-FC-0589,CTA-FC-0589,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,4,"Gifts, Bartering, and Financial Relationships",Application Principle,Financial Exploitation Through Treatment Decisions,What principle should guide the clinician’s decision?,"Continuing ineffective treatment primarily to preserve income places the therapist’s financial interest above the client’s clinical needs. The therapist should evaluate treatment effectiveness, discuss progress and alternatives honestly, and modify, conclude, or refer treatment when appropriate. The central exam question is: Would the therapist make the same clinical recommendation without the financial benefit? If the answer may be no, a serious conflict-of-interest or exploitation concern exists.",Watch for treatment decisions influenced by: Income Debt Personal business interests Product sales Continued access to client labor or services Financial benefit should not determine what the therapist recommends clinically.,WB6-C4-Q009,CTA-MQB-0553,WB6-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0590,CTA-FC-0590,CTA-FC-0590,Active,ADAPT-LCSW,Workbook 6,Boundaries & Exploitation,6,4,"Gifts, Bartering, and Financial Relationships",Application Principle,California Financial Rules - Part 1 of 2,What principle should guide the clinician’s decision?,California law requires disclosure of the fee or basis for calculating the fee before treatment begins and prohibits compensation for the referral of professional clients. Compensation must relate to professional services actually provided; the label placed on the payment does not control the analysis.,"Separate fee disclosure, referral compensation, and payment for actual professional services.",WB6-C4-Q010,CTA-MQB-0554,WB6-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0591,CTA-FC-0591,CTA-FC-0591,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,4,"Gifts, Bartering, and Financial Relationships",Application Principle,California Financial Rules - Part 2 of 2,"What additional rule, exception, or safeguard applies?",The attached workbook makes the same distinction between legitimate services and payment merely for a referral.,"When a California financial question appears, separate the issues: Was the fee or fee basis disclosed before treatment began? Is the payment for a legitimate service - or merely for sending a client? Is the financial conduct honest, transparent, and free from exploitation?",WB6-C4-Q010,CTA-MQB-0554,WB6-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0592,CTA-FC-0592,CTA-FC-0592,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,4,"Gifts, Bartering, and Financial Relationships",Application Principle,Gift Meaning and Treatment Influence,What principle should guide the clinician’s decision?,"The financial value of a gift is only one factor. Even an inexpensive item may carry significant relational meaning or create expectations involving favoritism, exclusivity, special access, or altered treatment decisions. The therapist should explore what the gift means to the client and clarify that accepting or declining it will not create a special therapeutic status. The decision should focus on client welfare, role clarity, and the effect on treatment.",Do not assume: Small gift = no ethical concern Ask what the gift represents and what the client expects in return.,WB6-C4-Q011,CTA-MQB-0555,WB6-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0593,CTA-FC-0593,CTA-FC-0593,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,4,"Gifts, Bartering, and Financial Relationships",Application Principle,Repeated and Escalating Gifts,What principle should guide the clinician’s decision?,"Repeated and escalating gifts create more concern than a single modest gesture. The pattern may reflect increasing attachment, dependency, an attempt to influence treatment, fear of rejection, or an expectation of reciprocity. The therapist should discuss the pattern respectfully, assess its effect on treatment, clarify boundaries, and determine whether continued acceptance would create obligation or impair objectivity.",,WB6-C4-Q012,CTA-MQB-0556,WB6-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
